City,State,Housing type,Project,Units,Sq. ft. per unit,Population density,Neighborhood median income,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Anaheim,CA,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.89,1.72,2.07,1.72–2.07,1.1,0.92,1.28,0.92–1.28,33
Tampa,FL,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.86,1.61,2.12,1.61–2.12,0.49,0.39,0.58,0.39–0.58,34
Fort Worth,TX,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.81,1.74,1.89,1.74–1.89,0.3,0.26,0.34,0.26–0.34,35
Jacksonville,FL,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.81,1.66,1.96,1.66–1.96,0.37,0.31,0.42,0.31–0.42,36
Columbus,OH,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.79,1.71,1.86,1.71–1.86,0.3,0.28,0.31,0.28–0.31,37
Sioux Falls,SD,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.77,1.57,1.98,1.57–1.98,0.27,0.21,0.33,0.21–0.33,38
Louisville,KY,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.76,1.59,1.93,1.59–1.93,0.41,0.35,0.47,0.35–0.47,39
Indianapolis,IN,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.73,1.57,1.89,1.57–1.89,0.55,0.46,0.65,0.46–0.65,40
Reno,NV,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.54,1.47,1.6,1.47–1.6,0.12,0.09,0.14,0.09–0.14,41
Grand Rapids,MI,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.5,1.35,1.64,1.35–1.64,0.29,0.23,0.36,0.23–0.36,42
Raleigh,NC,Multifamily,"10 units, 1,500 sq. ft. each",10,1500,"4,000/sq. mi.","$80,000",1.45,1.33,1.57,1.33–1.57,0.27,0.21,0.34,0.21–0.34,43
Miami,FL,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",5.02,4.15,5.89,4.15–5.89,1.8,1.27,2.33,1.27–2.33,1
Oakland,CA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",4.86,4.18,5.54,4.18–5.54,1.2,0.86,1.53,0.86–1.53,2
San Francisco,CA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",4.79,4.3,5.27,4.3–5.27,1.41,1.15,1.68,1.15–1.68,3
New York,NY,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",4.53,4.34,4.71,4.34–4.71,1.36,1.24,1.48,1.24–1.48,4
Los Angeles,CA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",4.01,3.83,4.19,3.83–4.19,1.56,1.46,1.67,1.46–1.67,5
Boston,MA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",3.81,3.44,4.18,3.44–4.18,1.75,1.48,2.02,1.48–2.02,6
Baton Rouge,LA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",3.67,2.67,4.68,2.67–4.68,0.83,0.55,1.12,0.55–1.12,7
Seattle,WA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",3.27,3.07,3.47,3.07–3.47,1.02,0.93,1.1,0.93–1.1,8
Philadelphia,PA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",3,2.68,3.32,2.68–3.32,0.3,0.24,0.36,0.24–0.36,9
Sacramento,CA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.96,2.67,3.24,2.67–3.24,0.96,0.8,1.11,0.8–1.11,10
Honolulu,HI,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.91,2.62,3.21,2.62–3.21,1.18,1.03,1.33,1.03–1.33,11
Washington,DC,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.8,2.46,3.14,2.46–3.14,0.77,0.62,0.93,0.62–0.93,12
Jersey City,NJ,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.8,2.15,3.44,2.15–3.44,0.31,0.08,0.53,0.08–0.53,13
Durham,NC,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.79,2.45,3.14,2.45–3.14,0.35,0.28,0.41,0.28–0.41,14
Houston,TX,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.67,2.61,2.74,2.61–2.74,0.64,0.6,0.68,0.6–0.68,15
San Diego,CA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.61,2.45,2.78,2.45–2.78,0.74,0.67,0.8,0.67–0.8,16
Tulsa,OK,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.55,2.16,2.94,2.16–2.94,0.77,0.52,1.03,0.52–1.03,17
Austin,TX,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.49,2.42,2.57,2.42–2.57,0.75,0.71,0.8,0.71–0.8,18
Charleston,SC,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.48,2.13,2.83,2.13–2.83,0.43,0.23,0.63,0.23–0.63,19
Denver,CO,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.47,2.34,2.6,2.34–2.6,0.58,0.52,0.64,0.52–0.64,20
Spokane,WA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.31,1.74,2.88,1.74–2.88,0.25,0.18,0.32,0.18–0.32,21
Portland,OR,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.29,2.21,2.37,2.21–2.37,0.86,0.81,0.91,0.81–0.91,22
Phoenix,AZ,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.27,2.09,2.44,2.09–2.44,0.71,0.61,0.81,0.61–0.81,23
Boulder,CO,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.25,1.95,2.56,1.95–2.56,0.6,0.44,0.76,0.44–0.76,24
Nashville,TN,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.12,1.92,2.33,1.92–2.33,0.49,0.37,0.6,0.37–0.6,25
Tampa,FL,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.02,1.67,2.37,1.67–2.37,0.52,0.42,0.62,0.42–0.62,26
Boise,ID,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.02,1.76,2.28,1.76–2.28,0.57,0.43,0.71,0.43–0.71,27
Orlando,FL,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",2.01,1.83,2.19,1.83–2.19,0.51,0.42,0.59,0.42–0.59,28
Sioux Falls,SD,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.99,1.78,2.21,1.78–2.21,0.24,0.19,0.28,0.19–0.28,29
Anaheim,CA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.94,1.71,2.17,1.71–2.17,0.97,0.74,1.19,0.74–1.19,30
Kansas City,MO,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.93,1.76,2.11,1.76–2.11,0.19,0.14,0.24,0.14–0.24,31
Atlanta,GA,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.91,1.73,2.09,1.73–2.09,0.57,0.47,0.67,0.47–0.67,32
Cleveland,OH,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.91,1.65,2.17,1.65–2.17,0.46,0.35,0.58,0.35–0.58,33
Louisville,KY,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.81,1.65,1.98,1.65–1.98,0.43,0.37,0.49,0.37–0.49,34
St. Paul,MN,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.81,1.18,2.44,1.18–2.44,0.29,0.16,0.41,0.16–0.41,35
Fort Worth,TX,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.8,1.73,1.86,1.73–1.86,0.26,0.22,0.29,0.22–0.29,36
Jacksonville,FL,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.79,1.67,1.9,1.67–1.9,0.39,0.35,0.44,0.35–0.44,37
Colorado Springs,CO,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.73,1.49,1.98,1.49–1.98,0.38,0.29,0.48,0.29–0.48,38
Columbus,OH,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.73,1.65,1.81,1.65–1.81,0.33,0.3,0.35,0.3–0.35,39
Indianapolis,IN,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.69,1.55,1.83,1.55–1.83,0.51,0.42,0.6,0.42–0.6,40
Grand Rapids,MI,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.65,1.5,1.8,1.5–1.8,0.29,0.22,0.35,0.22–0.35,41
Reno,NV,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.55,1.48,1.62,1.48–1.62,0.15,0.12,0.18,0.12–0.18,42
Raleigh,NC,Multifamily,"20 units, 700 sq. ft. each",20,700,"4,000/sq. mi.","$80,000",1.45,1.3,1.6,1.3–1.6,0.24,0.19,0.29,0.19–0.29,43
Miami,FL,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",5.02,4.21,5.83,4.21–5.83,1.85,1.33,2.36,1.33–2.36,1
San Francisco,CA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",4.83,4.41,5.25,4.41–5.25,1.44,1.19,1.68,1.19–1.68,2
Oakland,CA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",4.69,4.21,5.16,4.21–5.16,1.08,0.86,1.3,0.86–1.3,3
New York,NY,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",4.65,4.47,4.83,4.47–4.83,1.38,1.26,1.49,1.26–1.49,4
Los Angeles,CA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",4.12,3.96,4.28,3.96–4.28,1.55,1.45,1.64,1.45–1.64,5
Baton Rouge,LA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",3.82,2.79,4.85,2.79–4.85,0.91,0.6,1.22,0.6–1.22,6
Boston,MA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",3.78,3.45,4.11,3.45–4.11,1.71,1.47,1.95,1.47–1.95,7
Seattle,WA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",3.29,3.09,3.49,3.09–3.49,1.02,0.94,1.11,0.94–1.11,8
Philadelphia,PA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",3,2.69,3.31,2.69–3.31,0.3,0.24,0.36,0.24–0.36,9
Honolulu,HI,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.99,2.71,3.27,2.71–3.27,1.23,1.08,1.37,1.08–1.37,10
Sacramento,CA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.88,2.63,3.14,2.63–3.14,0.95,0.81,1.09,0.81–1.09,11
Charleston,SC,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.84,2.31,3.37,2.31–3.37,0.78,0.41,1.16,0.41–1.16,12
Durham,NC,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.82,2.52,3.12,2.52–3.12,0.34,0.29,0.4,0.29–0.4,13
Jersey City,NJ,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.78,2.15,3.42,2.15–3.42,0.31,0.08,0.53,0.08–0.53,14
Washington,DC,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.77,2.43,3.1,2.43–3.1,0.77,0.61,0.93,0.61–0.93,15
Houston,TX,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.7,2.64,2.76,2.64–2.76,0.65,0.61,0.68,0.61–0.68,16
San Diego,CA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.61,2.44,2.78,2.44–2.78,0.75,0.68,0.82,0.68–0.82,17
Tulsa,OK,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.58,2.18,2.97,2.18–2.97,0.8,0.53,1.07,0.53–1.07,18
Austin,TX,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.56,2.5,2.62,2.5–2.62,0.76,0.72,0.8,0.72–0.8,19
Spokane,WA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.46,1.81,3.11,1.81–3.11,0.26,0.18,0.33,0.18–0.33,20
Denver,CO,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.46,2.33,2.58,2.33–2.58,0.58,0.52,0.64,0.52–0.64,21
Portland,OR,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.42,2.33,2.51,2.33–2.51,0.88,0.82,0.94,0.82–0.94,22
Boulder,CO,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.37,2.1,2.65,2.1–2.65,0.64,0.49,0.8,0.49–0.8,23
Phoenix,AZ,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.32,2.17,2.48,2.17–2.48,0.69,0.61,0.78,0.61–0.78,24
Nashville,TN,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.29,2.07,2.51,2.07–2.51,0.53,0.4,0.66,0.4–0.66,25
Cincinnati,OH,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.17,1.65,2.69,1.65–2.69,0.51,0.28,0.75,0.28–0.75,26
Orlando,FL,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.11,1.93,2.28,1.93–2.28,0.56,0.48,0.65,0.48–0.65,27
Boise,ID,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.03,1.77,2.3,1.77–2.3,0.56,0.42,0.7,0.42–0.7,28
Tampa,FL,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.02,1.71,2.34,1.71–2.34,0.51,0.41,0.6,0.41–0.6,29
Cleveland,OH,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",2.01,1.74,2.29,1.74–2.29,0.51,0.38,0.64,0.38–0.64,30
Anaheim,CA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.99,1.76,2.21,1.76–2.21,0.96,0.74,1.18,0.74–1.18,31
Kansas City,MO,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.98,1.82,2.14,1.82–2.14,0.19,0.14,0.25,0.14–0.25,32
Colorado Springs,CO,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.98,1.78,2.17,1.78–2.17,0.46,0.38,0.54,0.38–0.54,33
Atlanta,GA,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.97,1.79,2.16,1.79–2.16,0.6,0.49,0.71,0.49–0.71,34
Sioux Falls,SD,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.94,1.72,2.15,1.72–2.15,0.25,0.19,0.3,0.19–0.3,35
Louisville,KY,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.88,1.71,2.04,1.71–2.04,0.45,0.39,0.52,0.39–0.52,36
St. Paul,MN,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.87,1.23,2.5,1.23–2.5,0.29,0.17,0.42,0.17–0.42,37
Fort Worth,TX,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.84,1.78,1.91,1.78–1.91,0.28,0.25,0.32,0.25–0.32,38
Jacksonville,FL,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.84,1.72,1.95,1.72–1.95,0.39,0.35,0.43,0.35–0.43,39
Columbus,OH,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.79,1.72,1.86,1.72–1.86,0.32,0.31,0.34,0.31–0.34,40
Indianapolis,IN,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.75,1.61,1.89,1.61–1.89,0.52,0.43,0.61,0.43–0.61,41
Grand Rapids,MI,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.65,1.52,1.79,1.52–1.79,0.29,0.23,0.36,0.23–0.36,42
Reno,NV,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.59,1.52,1.67,1.52–1.67,0.15,0.12,0.18,0.12–0.18,43
Raleigh,NC,Multifamily,"20 units, 900 sq. ft. each",20,900,"4,000/sq. mi.","$80,000",1.5,1.37,1.62,1.37–1.62,0.26,0.2,0.31,0.2–0.31,44
Miami,FL,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",5.02,4.25,5.78,4.25–5.78,1.9,1.39,2.41,1.39–2.41,1
San Francisco,CA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",4.88,4.5,5.26,4.5–5.26,1.46,1.23,1.7,1.23–1.7,2
New York,NY,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",4.79,4.6,4.98,4.6–4.98,1.39,1.28,1.51,1.28–1.51,3
Oakland,CA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",4.5,4.19,4.8,4.19–4.8,0.96,0.83,1.09,0.83–1.09,4
Los Angeles,CA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",4.25,4.1,4.4,4.1–4.4,1.53,1.44,1.61,1.44–1.61,5
Baton Rouge,LA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",4,2.92,5.07,2.92–5.07,1.01,0.67,1.35,0.67–1.35,6
Boston,MA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",3.75,3.44,4.06,3.44–4.06,1.67,1.44,1.89,1.44–1.89,7
Seattle,WA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",3.32,3.1,3.53,3.1–3.53,1.03,0.94,1.12,0.94–1.12,8
Honolulu,HI,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",3.07,2.79,3.36,2.79–3.36,1.28,1.13,1.43,1.13–1.43,9
Philadelphia,PA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",3,2.7,3.29,2.7–3.29,0.31,0.25,0.37,0.25–0.37,10
Durham,NC,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.85,2.56,3.13,2.56–3.13,0.34,0.29,0.39,0.29–0.39,11
Sacramento,CA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.8,2.57,3.04,2.57–3.04,0.94,0.8,1.08,0.8–1.08,12
Jersey City,NJ,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.76,2.13,3.39,2.13–3.39,0.31,0.09,0.53,0.09–0.53,13
Houston,TX,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.73,2.66,2.79,2.66–2.79,0.66,0.62,0.69,0.62–0.69,14
Washington,DC,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.73,2.39,3.06,2.39–3.06,0.76,0.6,0.92,0.6–0.92,15
Spokane,WA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.64,1.88,3.41,1.88–3.41,0.26,0.18,0.34,0.18–0.34,16
Austin,TX,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.64,2.57,2.7,2.57–2.7,0.77,0.73,0.81,0.73–0.81,17
Tulsa,OK,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.61,2.21,3.01,2.21–3.01,0.84,0.55,1.13,0.55–1.13,18
San Diego,CA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.61,2.43,2.78,2.43–2.78,0.76,0.68,0.83,0.68–0.83,19
Portland,OR,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.58,2.44,2.71,2.44–2.71,0.9,0.83,0.98,0.83–0.98,20
Boulder,CO,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.52,2.28,2.77,2.28–2.77,0.69,0.54,0.85,0.54–0.85,21
Nashville,TN,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.49,2.24,2.74,2.24–2.74,0.58,0.43,0.72,0.43–0.72,22
Denver,CO,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.44,2.32,2.55,2.32–2.55,0.57,0.52,0.63,0.52–0.63,23
Phoenix,AZ,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.39,2.24,2.53,2.24–2.53,0.68,0.6,0.76,0.6–0.76,24
Colorado Springs,CO,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.3,2.15,2.45,2.15–2.45,0.56,0.5,0.62,0.5–0.62,25
Cincinnati,OH,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.24,1.87,2.61,1.87–2.61,0.47,0.3,0.64,0.3–0.64,26
Orlando,FL,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.22,2.05,2.4,2.05–2.4,0.64,0.55,0.72,0.55–0.72,27
Cleveland,OH,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.14,1.84,2.45,1.84–2.45,0.57,0.42,0.71,0.42–0.71,28
Boise,ID,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.05,1.77,2.32,1.77–2.32,0.55,0.41,0.68,0.41–0.68,29
Atlanta,GA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.05,1.85,2.24,1.85–2.24,0.64,0.51,0.76,0.51–0.76,30
Anaheim,CA,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.04,1.81,2.27,1.81–2.27,0.95,0.73,1.18,0.73–1.18,31
Kansas City,MO,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.04,1.88,2.2,1.88–2.2,0.2,0.15,0.26,0.15–0.26,32
Tampa,FL,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",2.02,1.74,2.31,1.74–2.31,0.49,0.4,0.58,0.4–0.58,33
Louisville,KY,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.95,1.79,2.12,1.79–2.12,0.48,0.41,0.55,0.41–0.55,34
St. Paul,MN,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.93,1.24,2.62,1.24–2.62,0.3,0.17,0.44,0.17–0.44,35
Fort Worth,TX,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.9,1.83,1.96,1.83–1.96,0.31,0.28,0.35,0.28–0.35,36
Jacksonville,FL,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.89,1.78,2.01,1.78–2.01,0.39,0.34,0.43,0.34–0.43,37
Sioux Falls,SD,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.88,1.66,2.1,1.66–2.1,0.25,0.2,0.31,0.2–0.31,38
Columbus,OH,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.86,1.79,1.93,1.79–1.93,0.32,0.3,0.34,0.3–0.34,39
Indianapolis,IN,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.82,1.67,1.97,1.67–1.97,0.54,0.45,0.63,0.45–0.63,40
Grand Rapids,MI,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.66,1.53,1.78,1.53–1.78,0.3,0.24,0.36,0.24–0.36,41
Reno,NV,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.65,1.57,1.73,1.57–1.73,0.16,0.13,0.19,0.13–0.19,42
Raleigh,NC,Multifamily,"20 units, 1,200 sq. ft. each",20,1200,"4,000/sq. mi.","$80,000",1.55,1.44,1.66,1.44–1.66,0.28,0.22,0.34,0.22–0.34,43
Miami,FL,Multifamily,"20 units, 1,500 sq. ft. each",20,1500,"4,000/sq. mi.","$80,000",5.02,4.28,5.76,4.28–5.76,1.94,1.43,2.45,1.43–2.45,1
San Francisco,CA,Multifamily,"20 units, 1,500 sq. ft. each",20,1500,"4,000/sq. mi.","$80,000",4.92,4.55,5.29,4.55–5.29,1.49,1.25,1.72,1.25–1.72,2
New York,NY,Multifamily,"20 units, 1,500 sq. ft. each",20,1500,"4,000/sq. mi.","$80,000",4.91,4.7,5.12,4.7–5.12,1.41,1.29,1.53,1.29–1.53,3
Oakland,CA,Multifamily,"20 units, 1,500 sq. ft. each",20,1500,"4,000/sq. mi.","$80,000",4.35,4.09,4.62,4.09–4.62,0.88,0.78,0.97,0.78–0.97,4
Los Angeles,CA,Multifamily,"20 units, 1,500 sq. ft. each",20,1500,"4,000/sq. mi.","$80,000",4.35,4.19,4.51,4.19–4.51,1.51,1.42,1.6,1.42–1.6,5
